File,Name,Kind,TypeDeclaration,Supertype,Error,Warning,VarCnt,ProcessedTypeDecl,ProcessedSuper,TyDeclUseSiteVariance,SuperUseSiteVariance,TyDeclImpUseSiteVariance,SuperImpUseSiteVariance,TrivConsistBounds,Package
src/affine.jl,AffineIntervalMatrix1,tdstrc,"AffineIntervalMatrix1{T, IT, MT0 <: AbstractMatrix{T}, MT1 <: AbstractMatrix{T}}",AbstractIntervalMatrix{IT},false,false,4,"(((AffineIntervalMatrix1{T, IT, MT0, MT1} where MT1 <: AbstractMatrix{T}) where MT0 <: AbstractMatrix{T}) where IT) where T",(((AbstractIntervalMatrix{IT} where MT1) where MT0) where IT) where T,false,true,true,true,true,data/ta-info/all/IntervalMatrices.jl
src/affine.jl,AffineIntervalMatrix,tdstrc,"AffineIntervalMatrix{T, IT, MT0 <: AbstractMatrix{T}, MT <: AbstractMatrix{T}, MTA <: AbstractVector{MT}, VIT <: AbstractVector{IT}}",AbstractIntervalMatrix{IT},false,false,6,"(((((AffineIntervalMatrix{T, IT, MT0, MT, MTA, VIT} where VIT <: AbstractVector{IT}) where MTA <: AbstractVector{MT}) where MT <: AbstractMatrix{T}) where MT0 <: AbstractMatrix{T}) where IT) where T",(((((AbstractIntervalMatrix{IT} where VIT) where MTA) where MT) where MT0) where IT) where T,false,true,true,true,true,data/ta-info/all/IntervalMatrices.jl
src/matrix.jl,IntervalMatrix,tdstrc,"IntervalMatrix{T, IT, MT <: AbstractMatrix{IT}}",AbstractIntervalMatrix{IT},false,false,3,"((IntervalMatrix{T, IT, MT} where MT <: AbstractMatrix{IT}) where IT) where T",((AbstractIntervalMatrix{IT} where MT) where IT) where T,false,true,true,true,true,data/ta-info/all/IntervalMatrices.jl
examples/root_search_iterator.jl,MySearch,tdstrc,"MySearch{R <: Region, C <: Contractor, T <: Real}",BreadthFirstBBSearch{Root{R}},false,false,3,"((MySearch{R, C, T} where T <: Real) where C <: Contractor) where R <: Region",((BreadthFirstBBSearch{Root{R}} where T) where C) where R,true,false,true,true,true,data/ta-info/all/IntervalRootFinding.jl
src/roots.jl,BreadthFirstSearch,tdstrc,"BreadthFirstSearch{R <: Region, C <: Contractor, T <: Real}",BreadthFirstBBSearch{Root{R}},false,false,3,"((BreadthFirstSearch{R, C, T} where T <: Real) where C <: Contractor) where R <: Region",((BreadthFirstBBSearch{Root{R}} where T) where C) where R,true,false,true,true,true,data/ta-info/all/IntervalRootFinding.jl
src/roots.jl,DepthFirstSearch,tdstrc,"DepthFirstSearch{R <: Region, C <: Contractor, T <: Real}",DepthFirstBBSearch{Root{R}},false,false,3,"((DepthFirstSearch{R, C, T} where T <: Real) where C <: Contractor) where R <: Region",((DepthFirstBBSearch{Root{R}} where T) where C) where R,true,false,true,true,true,data/ta-info/all/IntervalRootFinding.jl
src/utils/jacobian.jl,JacobianInvertibleNetwork,tdstrc,JacobianInvertibleNetwork{T},"joAbstractLinearOperator{T, T}",false,false,1,JacobianInvertibleNetwork{T} where T,"joAbstractLinearOperator{T, T} where T",true,false,true,true,true,data/ta-info/all/InvertibleNetworks.jl
src/utils/jacobian.jl,JacobianInvertibleNetworkAdjoint,tdstrc,JacobianInvertibleNetworkAdjoint{T},"joAbstractLinearOperator{T, T}",false,false,1,JacobianInvertibleNetworkAdjoint{T} where T,"joAbstractLinearOperator{T, T} where T",true,false,true,true,true,data/ta-info/all/InvertibleNetworks.jl
src/cg.jl,CGStateVariables,tdstrc,"CGStateVariables{T, Tx <: AbstractArray{T}}",Any,false,false,2,"(CGStateVariables{T, Tx} where Tx <: AbstractArray{T}) where T",(Any where Tx) where T,false,true,true,true,true,data/ta-info/all/IterativeSolvers.jl
src/lobpcg.jl,Blocks,tdstrc,"Blocks{Generalized, T, TA <: AbstractArray{T}}",Any,false,false,3,"((Blocks{Generalized, T, TA} where TA <: AbstractArray{T}) where T) where Generalized",((Any where TA) where T) where Generalized,false,true,true,true,true,data/ta-info/all/IterativeSolvers.jl
src/lobpcg.jl,Constraint,tdmtbl,"Constraint{T, TVorM <: Union{AbstractVector{T}, AbstractMatrix{T}}, TM <: AbstractMatrix{T}, TC}",Any,false,false,4,"(((Constraint{T, TVorM, TM, TC} where TC) where TM <: AbstractMatrix{T}) where TVorM <: Union{AbstractVector{T}, AbstractMatrix{T}}) where T",(((Any where TC) where TM) where TVorM) where T,false,true,true,true,true,data/ta-info/all/IterativeSolvers.jl
src/lobpcg.jl,RPreconditioner,tdstrc,"RPreconditioner{TM, T, TA <: AbstractArray{T}}",Any,false,false,3,"((RPreconditioner{TM, T, TA} where TA <: AbstractArray{T}) where T) where TM",((Any where TA) where T) where TM,false,true,true,true,true,data/ta-info/all/IterativeSolvers.jl
src/lobpcg.jl,LOBPCGIterator,tdstrc,"LOBPCGIterator{Generalized, T, TA, TB, TL <: AbstractVector{T}, TR <: AbstractVector, TPerm <: AbstractVector{Int}, TV <: AbstractArray{T}, TBlocks <: Blocks{Generalized, T}, TO <: AbstractOrtho, TP, TC, TG, TM, TTrace}",Any,false,false,15,"((((((((((((((LOBPCGIterator{Generalized, T, TA, TB, TL, TR, TPerm, TV, TBlocks, TO, TP, TC, TG, TM, TTrace} where TTrace) where TM) where TG) where TC) where TP) where TO <: AbstractOrtho) where TBlocks <: Blocks{Generalized, T}) where TV <: AbstractArray{T}) where TPerm <: AbstractVector{Int}) where TR <: AbstractVector) where TL <: AbstractVector{T}) where TB) where TA) where T) where Generalized",((((((((((((((Any where TTrace) where TM) where TG) where TC) where TP) where TO) where TBlocks) where TV) where TPerm) where TR) where TL) where TB) where TA) where T) where Generalized,false,true,true,true,true,data/ta-info/all/IterativeSolvers.jl
test/lsmr.jl,DampenedMatrix,tdstrc,"DampenedMatrix{Tv, TA <: AbstractMatrix{Tv}, TD <: AbstractVector{Tv}}",AbstractMatrix{Tv},false,false,3,"((DampenedMatrix{Tv, TA, TD} where TD <: AbstractVector{Tv}) where TA <: AbstractMatrix{Tv}) where Tv",((AbstractMatrix{Tv} where TD) where TA) where Tv,false,true,true,true,true,data/ta-info/all/IterativeSolvers.jl
test/toplevel/test_virtualprocess.jl,Diagonal,tdstrc,"Diagonal{T, V <: AbstractVector{T}}",AbstractMatrix{T},false,false,2,"(Diagonal{T, V} where V <: AbstractVector{T}) where T",(AbstractMatrix{T} where V) where T,false,true,true,true,true,data/ta-info/all/JET.jl
src/lbfgs.jl,LBFGSSolver,tdmtbl,"LBFGSSolver{T, V, Op <: AbstractLinearOperator{T}, M <: AbstractNLPModel{T, V}}",AbstractOptimizationSolver,false,false,4,"(((LBFGSSolver{T, V, Op, M} where M <: AbstractNLPModel{T, V}) where Op <: AbstractLinearOperator{T}) where V) where T",(((AbstractOptimizationSolver where M) where Op) where V) where T,false,true,true,true,true,data/ta-info/all/JSOSolvers.jl
src/tron.jl,TronSolver,tdmtbl,"TronSolver{T, V <: AbstractVector{T}, Op <: AbstractLinearOperator{T}}",AbstractOptimizationSolver,false,false,3,"((TronSolver{T, V, Op} where Op <: AbstractLinearOperator{T}) where V <: AbstractVector{T}) where T",((AbstractOptimizationSolver where Op) where V) where T,false,true,true,true,true,data/ta-info/all/JSOSolvers.jl
src/tronls.jl,TronSolverNLS,tdmtbl,"TronSolverNLS{T, V <: AbstractVector{T}}",AbstractOptimizationSolver,false,false,2,"(TronSolverNLS{T, V} where V <: AbstractVector{T}) where T",(AbstractOptimizationSolver where V) where T,false,true,true,true,true,data/ta-info/all/JSOSolvers.jl
src/trunk.jl,TrunkSolver,tdmtbl,"TrunkSolver{T, V <: AbstractVector{T}, Sub <: KrylovSolver{T, T, V}, Op <: AbstractLinearOperator{T}}",AbstractOptimizationSolver,false,false,4,"(((TrunkSolver{T, V, Sub, Op} where Op <: AbstractLinearOperator{T}) where Sub <: KrylovSolver{T, T, V}) where V <: AbstractVector{T}) where T",(((AbstractOptimizationSolver where Op) where Sub) where V) where T,false,true,true,true,true,data/ta-info/all/JSOSolvers.jl
src/trunkls.jl,TrunkSolverNLS,tdmtbl,"TrunkSolverNLS{T, V <: AbstractVector{T}, Sub <: KrylovSolver{T, T, V}, Op <: AbstractLinearOperator{T}}",AbstractOptimizationSolver,false,false,4,"(((TrunkSolverNLS{T, V, Sub, Op} where Op <: AbstractLinearOperator{T}) where Sub <: KrylovSolver{T, T, V}) where V <: AbstractVector{T}) where T",(((AbstractOptimizationSolver where Op) where Sub) where V) where T,false,true,true,true,true,data/ta-info/all/JSOSolvers.jl
src/TimeModeling/LinearOperators/lazy.jl,judiNoopOperator,tdabst,judiNoopOperator{D},"joAbstractLinearOperator{D, D}",false,false,1,judiNoopOperator{D} where D,"joAbstractLinearOperator{D, D} where D",true,false,true,true,true,data/ta-info/all/JUDI.jl
src/TimeModeling/LinearOperators/operators.jl,judiPropagator,tdabst,"judiPropagator{D, O}","joAbstractLinearOperator{D, D}",false,false,2,"(judiPropagator{D, O} where O) where D","(joAbstractLinearOperator{D, D} where O) where D",true,false,true,true,true,data/ta-info/all/JUDI.jl
src/TimeModeling/Preconditioners/DataPreconditioners.jl,DataMute,tdstrc,"DataMute{T, mode}","DataPreconditioner{T, T}",false,false,2,"(DataMute{T, mode} where mode) where T","(DataPreconditioner{T, T} where mode) where T",true,false,true,true,true,data/ta-info/all/JUDI.jl
src/TimeModeling/Preconditioners/DataPreconditioners.jl,FrequencyFilter,tdstrc,"FrequencyFilter{T, fm, FM}","DataPreconditioner{T, T}",false,false,3,"((FrequencyFilter{T, fm, FM} where FM) where fm) where T","((DataPreconditioner{T, T} where FM) where fm) where T",true,false,true,true,true,data/ta-info/all/JUDI.jl
src/TimeModeling/Preconditioners/DataPreconditioners.jl,TimeDifferential,tdstrc,"TimeDifferential{T, K}","DataPreconditioner{T, T}",false,false,2,"(TimeDifferential{T, K} where K) where T","(DataPreconditioner{T, T} where K) where T",true,false,true,true,true,data/ta-info/all/JUDI.jl
src/TimeModeling/Preconditioners/ModelPreconditioners.jl,DepthScaling,tdstrc,"DepthScaling{T, N, K}","ModelPreconditioner{T, T}",false,false,3,"((DepthScaling{T, N, K} where K) where N) where T","((ModelPreconditioner{T, T} where K) where N) where T",true,false,true,true,true,data/ta-info/all/JUDI.jl
src/TimeModeling/Preconditioners/ModelPreconditioners.jl,TopMute,tdstrc,"TopMute{T, N, Nw}","ModelPreconditioner{T, T}",false,false,3,"((TopMute{T, N, Nw} where Nw) where N) where T","((ModelPreconditioner{T, T} where Nw) where N) where T",true,false,true,true,true,data/ta-info/all/JUDI.jl
src/TimeModeling/Preconditioners/ModelPreconditioners.jl,judiIllumination,tdstrc,"judiIllumination{DDT, M, K, R}","ModelPreconditioner{DDT, DDT}",false,false,4,"(((judiIllumination{DDT, M, K, R} where R) where K) where M) where DDT","(((ModelPreconditioner{DDT, DDT} where R) where K) where M) where DDT",true,false,true,true,true,data/ta-info/all/JUDI.jl
src/Jets.jl,JopAdjoint,tdstrc,"JopAdjoint{J <: Jet, T <: Jop{J}}",Jop{J},false,false,2,"(JopAdjoint{J, T} where T <: Jop{J}) where J <: Jet",(Jop{J} where T) where J,false,true,true,true,true,data/ta-info/all/Jets.jl
src/Jets.jl,BlockArray,tdstrc,"BlockArray{T, A <: AbstractArray{T}}","AbstractArray{T, 1}",false,false,2,"(BlockArray{T, A} where A <: AbstractArray{T}) where T","(AbstractArray{T, 1} where A) where T",false,true,true,true,true,data/ta-info/all/Jets.jl
test/AbstractTypes.jl,HasGenericAbstractUnionAllField,tdstrc,"HasGenericAbstractUnionAllField{T <: AnAbstractType, U <: AnAbstractUnionAll{T}}",Any,false,false,2,"(HasGenericAbstractUnionAllField{T, U} where U <: AnAbstractUnionAll{T}) where T <: AnAbstractType",(Any where U) where T,false,true,true,true,true,data/ta-info/all/JlrsCore.jl
test/types.jl,HasGenericAbstractUnionAllField,tdstrc,"HasGenericAbstractUnionAllField{T <: AnAbstractType, U <: AnAbstractUnionAll{T}}",Any,false,false,2,"(HasGenericAbstractUnionAllField{T, U} where U <: AnAbstractUnionAll{T}) where T <: AnAbstractType",(Any where U) where T,false,true,true,true,true,data/ta-info/all/JlrsCore.jl
src/AngularSpectrumScalar.jl,FieldAngularSpectrumScalar,tdmtbl,"FieldAngularSpectrumScalar{T, D, X <: AbstractVector{T}, Y <: AbstractVector{Complex{T}}}","AbstractFieldAngularSpectrum{T, D}",false,false,4,"(((FieldAngularSpectrumScalar{T, D, X, Y} where Y <: AbstractVector{Complex{T}}) where X <: AbstractVector{T}) where D) where T","(((AbstractFieldAngularSpectrum{T, D} where Y) where X) where D) where T",false,true,true,true,true,data/ta-info/all/Jolab.jl
src/AngularSpectrumSymmetric.jl,FieldAngularSpectrumScalarRadialSymmetric,tdmtbl,"FieldAngularSpectrumScalarRadialSymmetric{T, D, X <: AbstractVector{T}, Y <: AbstractVector{Complex{T}}}","AbstractFieldAngularSpectrum{T, D}",false,false,4,"(((FieldAngularSpectrumScalarRadialSymmetric{T, D, X, Y} where Y <: AbstractVector{Complex{T}}) where X <: AbstractVector{T}) where D) where T","(((AbstractFieldAngularSpectrum{T, D} where Y) where X) where D) where T",false,true,true,true,true,data/ta-info/all/Jolab.jl
src/AngularSpectrumVectorial.jl,FieldAngularSpectrumVectorial,tdmtbl,"FieldAngularSpectrumVectorial{T, D, X <: AbstractVector{T}, Y <: AbstractVector{Complex{T}}}","AbstractFieldAngularSpectrum{T, D}",false,false,4,"(((FieldAngularSpectrumVectorial{T, D, X, Y} where Y <: AbstractVector{Complex{T}}) where X <: AbstractVector{T}) where D) where T","(((AbstractFieldAngularSpectrum{T, D} where Y) where X) where D) where T",false,true,true,true,true,data/ta-info/all/Jolab.jl
src/AxiconFourier.jl,AxiconFourier,tdstrc,"AxiconFourier{T, X <: AbstractVector{T}}",AbstractOpticalComponent{T},false,false,2,"(AxiconFourier{T, X} where X <: AbstractVector{T}) where T",(AbstractOpticalComponent{T} where X) where T,false,true,true,true,true,data/ta-info/all/Jolab.jl
src/FieldModes.jl,FieldModes,tdmtbl,"FieldModes{T <: Real, D, M <: AbstractModes{T}}","AbstractFieldMonochromatic{T, D}",false,false,3,"((FieldModes{T, D, M} where M <: AbstractModes{T}) where D) where T <: Real","((AbstractFieldMonochromatic{T, D} where M) where D) where T",false,true,true,true,true,data/ta-info/all/Jolab.jl
src/FieldSpaceScalar.jl,FieldSpaceScalar,tdmtbl,"FieldSpaceScalar{T, D, X <: AbstractVector{T}, Y <: AbstractVector{Complex{T}}}","AbstractFieldSpace{T, D}",false,false,4,"(((FieldSpaceScalar{T, D, X, Y} where Y <: AbstractVector{Complex{T}}) where X <: AbstractVector{T}) where D) where T","(((AbstractFieldSpace{T, D} where Y) where X) where D) where T",false,true,true,true,true,data/ta-info/all/Jolab.jl
src/FieldSpaceSymmetric.jl,FieldSpaceScalarRadialSymmetric,tdmtbl,"FieldSpaceScalarRadialSymmetric{T, D, X <: AbstractVector{T}, Y <: AbstractVector{Complex{T}}}","AbstractFieldSpace{T, D}",false,false,4,"(((FieldSpaceScalarRadialSymmetric{T, D, X, Y} where Y <: AbstractVector{Complex{T}}) where X <: AbstractVector{T}) where D) where T","(((AbstractFieldSpace{T, D} where Y) where X) where D) where T",false,true,true,true,true,data/ta-info/all/Jolab.jl
src/FieldSpaceVectorial.jl,FieldSpaceVectorial,tdmtbl,"FieldSpaceVectorial{T, D, X <: AbstractVector{T}, Y <: AbstractVector{Complex{T}}}","AbstractFieldSpace{T, D}",false,false,4,"(((FieldSpaceVectorial{T, D, X, Y} where Y <: AbstractVector{Complex{T}}) where X <: AbstractVector{T}) where D) where T","(((AbstractFieldSpace{T, D} where Y) where X) where D) where T",false,true,true,true,true,data/ta-info/all/Jolab.jl
src/FourierTransform.jl,FourierTransform,tdstrc,"FourierTransform{T, X <: Union{AbstractVector{T}, Nothing}, Y <: Union{ReferenceFrame{T}, Nothing}}",AbstractOpticalComponent{T},false,false,3,"((FourierTransform{T, X, Y} where Y <: Union{ReferenceFrame{T}, Nothing}) where X <: Union{AbstractVector{T}, Nothing}) where T",((AbstractOpticalComponent{T} where Y) where X) where T,false,true,true,true,true,data/ta-info/all/Jolab.jl
src/Jolab.jl,AbstractCoefficient,tdabst,"AbstractCoefficient{T <: Real, L <: Union{AbstractFieldMonochromatic{T}, Number}, R <: Union{AbstractFieldMonochromatic{T}, Number}}",Any,false,false,3,"((AbstractCoefficient{T, L, R} where R <: Union{AbstractFieldMonochromatic{T}, Number}) where L <: Union{AbstractFieldMonochromatic{T}, Number}) where T <: Real",((Any where R) where L) where T,false,true,true,true,true,data/ta-info/all/Jolab.jl
src/JolabFunction.jl,JolabFunction,tdmtbl,"JolabFunction{T <: Real, A <: Union{T, Complex{T}, Function, AbstractExtrapolation{T}, AbstractInterpolation{T}}}",Any,false,false,2,"(JolabFunction{T, A} where A <: Union{T, Complex{T}, Function, AbstractExtrapolation{T}, AbstractInterpolation{T}}) where T <: Real",(Any where A) where T,false,true,true,true,true,data/ta-info/all/Jolab.jl
src/JolabFunction.jl,JolabFunction2D,tdmtbl,"JolabFunction2D{T <: Real, A <: Union{T, Complex{T}, Function, AbstractExtrapolation{T}, AbstractInterpolation{T}}}",Any,false,false,2,"(JolabFunction2D{T, A} where A <: Union{T, Complex{T}, Function, AbstractExtrapolation{T}, AbstractInterpolation{T}}) where T <: Real",(Any where A) where T,false,true,true,true,true,data/ta-info/all/Jolab.jl
src/PolichromaticField.jl,FieldPolychromatic,tdmtbl,"FieldPolychromatic{T, D, F <: AbstractFieldMonochromatic{T, D}}","AbstractField{T, D}",false,false,3,"((FieldPolychromatic{T, D, F} where F <: AbstractFieldMonochromatic{T, D}) where D) where T","((AbstractField{T, D} where F) where D) where T",false,true,true,true,true,data/ta-info/all/Jolab.jl
src/ScatteringCoefficient.jl,RoughInterfaceConvolutionCoefficient,tdstrc,"RoughInterfaceConvolutionCoefficient{T, L, R, Y <: AbstractVector{Complex{T}}, X <: AbstractArray{Complex{T}, 2}, F <: AbstractFFTs.Plan}","AbstractCoefficient{T, L, R}",false,false,6,"(((((RoughInterfaceConvolutionCoefficient{T, L, R, Y, X, F} where F <: AbstractFFTs.Plan) where X <: AbstractArray{Complex{T}, 2}) where Y <: AbstractVector{Complex{T}}) where R) where L) where T","(((((AbstractCoefficient{T, L, R} where F) where X) where Y) where R) where L) where T",false,true,true,true,true,data/ta-info/all/Jolab.jl
src/ScatteringMatrix.jl,ScatteringMatrix,tdstrc,"ScatteringMatrix{T, L, R, X1 <: Union{AbstractMatrix{Complex{T}}, UniformScaling{Complex{T}}, Nothing}, X2 <: AbstractMatrix{Complex{T}}}","AbstractCoefficient{T, L, R}",false,false,5,"((((ScatteringMatrix{T, L, R, X1, X2} where X2 <: AbstractMatrix{Complex{T}}) where X1 <: Union{AbstractMatrix{Complex{T}}, UniformScaling{Complex{T}}, Nothing}) where R) where L) where T","((((AbstractCoefficient{T, L, R} where X2) where X1) where R) where L) where T",false,true,true,true,true,data/ta-info/all/Jolab.jl
src/Sphere.jl,Sphere,tdstrc,"Sphere{T, A <: Union{T, Complex{T}, Function, AbstractExtrapolation{T}, AbstractInterpolation{T}}}",AbstractOpticalComponent{T},false,false,2,"(Sphere{T, A} where A <: Union{T, Complex{T}, Function, AbstractExtrapolation{T}, AbstractInterpolation{T}}) where T",(AbstractOpticalComponent{T} where A) where T,false,true,true,true,true,data/ta-info/all/Jolab.jl
src/TimeField.jl,FieldTime,tdmtbl,"FieldTime{T, D, F <: AbstractFieldMonochromatic{T, D}}","AbstractField{T, D}",false,false,3,"((FieldTime{T, D, F} where F <: AbstractFieldMonochromatic{T, D}) where D) where T","((AbstractField{T, D} where F) where D) where T",false,true,true,true,true,data/ta-info/all/Jolab.jl
src/Containers/DenseAxisArray.jl,DenseAxisArray,tdstrc,"DenseAxisArray{T, N, Ax, L <: NTuple{N, _AxisLookup}}","AbstractArray{T, N}",false,false,4,"(((DenseAxisArray{T, N, Ax, L} where L <: NTuple{N, _AxisLookup}) where Ax) where N) where T","(((AbstractArray{T, N} where L) where Ax) where N) where T",false,true,true,true,true,data/ta-info/all/JuMP.jl
src/Containers/SparseAxisArray.jl,SparseAxisArray,tdstrc,"SparseAxisArray{T, N, K <: NTuple{N, Any}}","AbstractArray{T, N}",false,false,3,"((SparseAxisArray{T, N, K} where K <: NTuple{N, Any}) where N) where T","((AbstractArray{T, N} where K) where N) where T",false,true,true,true,true,data/ta-info/all/JuMP.jl
test/files/ValidationManifold.jl,ValidationManifold,tdstrc,"ValidationManifold{𝔽, M <: Manifold{𝔽}}",AbstractDecoratorManifold{𝔽},false,false,2,"(ValidationManifold{𝔽, M} where M <: Manifold{𝔽}) where 𝔽",(AbstractDecoratorManifold{𝔽} where M) where 𝔽,false,true,true,true,true,data/ta-info/all/JuliaFormatter.jl
src/extended_jump_array.jl,ExtendedJumpArray,tdstrc,"ExtendedJumpArray{T3 <: Number, T1, T <: AbstractArray{T3, T1}, T2}","AbstractArray{T3, 1}",false,false,4,"(((ExtendedJumpArray{T3, T1, T, T2} where T2) where T <: AbstractArray{T3, T1}) where T1) where T3 <: Number","(((AbstractArray{T3, 1} where T2) where T) where T1) where T3",false,true,true,true,true,data/ta-info/all/JumpProcesses.jl
src/ad/local_ad.jl,LocalPerspectiveAD,tdstrc,"LocalPerspectiveAD{T, N, A <: AbstractArray{T, N}, I}","AbstractArray{T, N}",false,false,4,"(((LocalPerspectiveAD{T, N, A, I} where I) where A <: AbstractArray{T, N}) where N) where T","(((AbstractArray{T, N} where I) where A) where N) where T",false,true,true,true,true,data/ta-info/all/Jutul.jl
src/multilens.jl,MultiLens,tdstrc,"MultiLens{N, TL <: AnyLenses{N}, TO}",KaleidoLens,false,false,3,"((MultiLens{N, TL, TO} where TO) where TL <: AnyLenses{N}) where N",((KaleidoLens where TO) where TL) where N,false,true,true,true,true,data/ta-info/all/Kaleido.jl
src/augmented_sigmapoints.jl,AugmentedSigmaPoints,tdstrc,"AugmentedSigmaPoints{T, V <: AbstractVector{T}, L <: LowerTriangular{T}, N <: LowerTriangular{T}, W <: AbstractWeightingParameters}",AbstractSigmaPoints{T},false,false,5,"((((AugmentedSigmaPoints{T, V, L, N, W} where W <: AbstractWeightingParameters) where N <: LowerTriangular{T}) where L <: LowerTriangular{T}) where V <: AbstractVector{T}) where T",((((AbstractSigmaPoints{T} where W) where N) where L) where V) where T,false,true,true,true,true,data/ta-info/all/KalmanFilters.jl
src/kf.jl,KFMUIntermediate,tdstrc,"KFMUIntermediate{T, K <: Union{<:AbstractVector{T}, <:AbstractMatrix{T}}}",Any,false,false,2,"(KFMUIntermediate{T, K} where K <: ((Union{var""##ANON_TV#1342"", var""##ANON_TV#1343""} where var""##ANON_TV#1342"" <: AbstractVector{T}) where var""##ANON_TV#1343"" <: AbstractMatrix{T})) where T",(Any where K) where T,false,true,true,true,true,data/ta-info/all/KalmanFilters.jl
src/sigmapoints.jl,SigmaPoints,tdstrc,"SigmaPoints{T, V <: AbstractVector{T}, L <: LowerTriangular{T}, W <: AbstractWeightingParameters}",AbstractSigmaPoints{T},false,false,4,"(((SigmaPoints{T, V, L, W} where W <: AbstractWeightingParameters) where L <: LowerTriangular{T}) where V <: AbstractVector{T}) where T",(((AbstractSigmaPoints{T} where W) where L) where V) where T,false,true,true,true,true,data/ta-info/all/KalmanFilters.jl
src/sigmapoints.jl,TransformedSigmaPoints,tdstrc,"TransformedSigmaPoints{T, V <: AbstractVector{T}, M <: AbstractMatrix{T}, W <: AbstractWeightingParameters}",AbstractSigmaPoints{T},false,false,4,"(((TransformedSigmaPoints{T, V, M, W} where W <: AbstractWeightingParameters) where M <: AbstractMatrix{T}) where V <: AbstractVector{T}) where T",(((AbstractSigmaPoints{T} where W) where M) where V) where T,false,true,true,true,true,data/ta-info/all/KalmanFilters.jl
src/srkf.jl,SRKFMUIntermediate,tdstrc,"SRKFMUIntermediate{T, K <: Union{<:AbstractVector{T}, <:AbstractMatrix{T}}}",Any,false,false,2,"(SRKFMUIntermediate{T, K} where K <: ((Union{var""##ANON_TV#1344"", var""##ANON_TV#1345""} where var""##ANON_TV#1344"" <: AbstractVector{T}) where var""##ANON_TV#1345"" <: AbstractMatrix{T})) where T",(Any where K) where T,false,true,true,true,true,data/ta-info/all/KalmanFilters.jl
src/srukf.jl,SRUKFTUIntermediate,tdstrc,"SRUKFTUIntermediate{T, X, TS, AS <: Union{Matrix{T}, Augmented{Matrix{T}, Matrix{T}}}}",Any,false,false,4,"(((SRUKFTUIntermediate{T, X, TS, AS} where AS <: Union{Matrix{T}, Augmented{Matrix{T}, Matrix{T}}}) where TS) where X) where T",(((Any where AS) where TS) where X) where T,false,true,true,true,true,data/ta-info/all/KalmanFilters.jl
src/srukf.jl,SRUKFMUIntermediate,tdstrc,"SRUKFMUIntermediate{T, X, TS, AS <: Union{Matrix{T}, Augmented{Matrix{T}, Matrix{T}}}}",Any,false,false,4,"(((SRUKFMUIntermediate{T, X, TS, AS} where AS <: Union{Matrix{T}, Augmented{Matrix{T}, Matrix{T}}}) where TS) where X) where T",(((Any where AS) where TS) where X) where T,false,true,true,true,true,data/ta-info/all/KalmanFilters.jl
src/ukf.jl,UKFTUIntermediate,tdstrc,"UKFTUIntermediate{T, X, TS, AS <: Union{Matrix{T}, Augmented{Matrix{T}, Matrix{T}}}}",Any,false,false,4,"(((UKFTUIntermediate{T, X, TS, AS} where AS <: Union{Matrix{T}, Augmented{Matrix{T}, Matrix{T}}}) where TS) where X) where T",(((Any where AS) where TS) where X) where T,false,true,true,true,true,data/ta-info/all/KalmanFilters.jl
src/ukf.jl,UKFMUIntermediate,tdstrc,"UKFMUIntermediate{T, X, TS, AS <: Union{Matrix{T}, Augmented{Matrix{T}, Matrix{T}}}}",Any,false,false,4,"(((UKFMUIntermediate{T, X, TS, AS} where AS <: Union{Matrix{T}, Augmented{Matrix{T}, Matrix{T}}}) where TS) where X) where T",(((Any where AS) where TS) where X) where T,false,true,true,true,true,data/ta-info/all/KalmanFilters.jl
src/types.jl,HamiltonianExpansion,tdstrc,HamiltonianExpansion{D},AbstractVector{MonomialHamiltonian{D}},false,false,1,HamiltonianExpansion{D} where D,AbstractVector{MonomialHamiltonian{D}} where D,true,false,true,true,true,data/ta-info/all/KdotP.jl
src/utils.jl,ColVecs,tdstrc,"ColVecs{T, TX <: AbstractMatrix{T}, S}",AbstractVector{S},false,false,3,"((ColVecs{T, TX, S} where S) where TX <: AbstractMatrix{T}) where T",((AbstractVector{S} where S) where TX) where T,false,true,true,true,true,data/ta-info/all/KernelFunctions.jl
src/utils.jl,RowVecs,tdstrc,"RowVecs{T, TX <: AbstractMatrix{T}, S}",AbstractVector{S},false,false,3,"((RowVecs{T, TX, S} where S) where TX <: AbstractMatrix{T}) where T",((AbstractVector{S} where S) where TX) where T,false,true,true,true,true,data/ta-info/all/KernelFunctions.jl
src/kernels/neuralkernelnetwork.jl,LinearLayer,tdstrc,"LinearLayer{T, MT <: AbstractArray{T}}",Any,false,false,2,"(LinearLayer{T, MT} where MT <: AbstractArray{T}) where T",(Any where MT) where T,false,true,true,true,true,data/ta-info/all/KernelFunctions.jl
src/mokernels/moinput.jl,MOInputIsotopicByFeatures,tdstrc,"MOInputIsotopicByFeatures{S, T <: AbstractVector{S}, Tout_dim <: Integer}","AbstractVector{Tuple{S, Int}}",false,false,3,"((MOInputIsotopicByFeatures{S, T, Tout_dim} where Tout_dim <: Integer) where T <: AbstractVector{S}) where S","((AbstractVector{Tuple{S, Int}} where Tout_dim) where T) where S",false,false,true,true,true,data/ta-info/all/KernelFunctions.jl
